id1,id2,id3,text,f1,f3,f5,f6,f7,f8,label,text_len,words_count,sentence_count,number_percentage,caps_percentage,is_empty,id1_pred,id1_in_database,id2_pred,id2_in_database,text_0,text_1,falls_count
14772205493911274519,8636380496892158408,15363655174525637330,"Пришёл без дефектов,все детали в комплекте и хорошо упакованы.За такие деньги очень даже норм",1,5.0,7,4.647058823529412,13,16,0,93,17,2,0.0,0.11764705882352941,0,0,0,0,0,0.5506318350359622,0.4493681649640377,0.0
7496024999111187685,16815964606884948703,8645143640278087123,"Душистая приправа,очень удобно в приготовление!",48,4.833333333333333,8,4.931034482758621,75,81,1,47,6,2,0.0,0.16666666666666666,0,0,0,0,0,0.5063444729703073,0.4936555270296928,0.0
1049502366079021423,14063684816139525571,11433829787589832391,Не тот размер,3,2.6666666666666665,4,4.305555555555555,5,13,1,13,3,1,0.0,0.3333333333333333,0,0,0,0,0,0.3501116595305135,0.6498883404694865,0.0
11939725005481722632,14366118074032556899,13903650007561484366,"Краски яркие, в меру густые мне понравились.",28,5.0,30,4.857142857142857,113,208,1,44,7,2,0.0,0.14285714285714285,0,0,0,0,0,0.4983641333316189,0.5016358666683811,0.0
4831536153117899587,7708556157268915394,5823004062306102935,Всё отлично!,94,5.0,32,4.9156626506024095,113,251,0,12,2,2,0.0,0.5,0,0,0,0,0,0.5631247857949153,0.4368752142050847,0.0
7033303692425653750,8638384975378162878,4904562693381133981,"Пришёл быстро, работает отлично, все понравилось, рекомендую 👍🏻",5,5.0,36,4.602876797998749,5,8,1,63,8,1,0.0,0.125,0,0,0,0,0,0.6033634464647044,0.3966365535352956,0.0
8988619308263792351,14520104978332877030,16607664136807052828,супер долго пользуюсь ещё много)),17,4.764705882352941,53,4.588235294117647,10,13,0,33,5,1,0.0,0.0,0,0,0,0,0,0.509359303560867,0.490640696439133,0.0
1343916939297906381,16325998166826156214,11686259064315225944,"Браслет очень аккуратно сделан.  Дисплей красочный.  Очень быстро заряжается.  Покупала ребенку,  она очень довольно.  Предыдущий браслет купленный в другой фирме увы прослужил не долго всего 1 месяц.  Очень надеюсь что этот браслет будет служить долго!  Спасибо",9,5.0,225,5.0,17,21,0,262,35,7,0.02857142857142857,0.2,0,0,0,0,0,0.47734073866455884,0.5226592613354412,0.0
12558243130656276980,65744834220087371,1104742184855828263,Я был доволен код сработал играю на play station в Fortnite жду обновления👍👍👍,4,5.0,4,4.385964912280702,4,5,0,77,13,1,0.0,0.15384615384615385,0,0,0,0,0,0.5138869372301036,0.4861130627698964,0.0
6649793687000661917,16125347956925984362,3689752054598046342,Не соответствует заявленным размерам.  Межосевое расстояние креплений не 192 а 125 мм или рядом... вообщем обман !,14,2.5,1,1.0,37,130,1,114,14,4,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0.43953993504049627,0.5604600649595037,2.0
6742589595337100385,8647577387533947440,7358074550837577047,"Вроде новый, не вскрывали, так как на подарок",134,4.7611940298507465,1,3.888888888888889,251,277,1,45,8,1,0.0,0.125,0,0,0,0,0,0.46602213795470604,0.533977862045294,0.0
