id1,id1_0,id1_1
7596126584852021591,0,0
5327406586753254371,0,0
2636757786779776109,0,0
15432976385014516263,0,0
11933982800034911890,0,0
12956759645916906296,0,0
6841806001863004342,0,0
8117888394773312960,0,0
7302617118628219861,0,0
15596113247608080332,0,0
298483443235507048,0,0
13177061027481511402,0,0
3838804872705625543,0,0
15052151066971174799,0,0
134264158100807590,0,0
1408533073719041540,0,0
13877378895135646598,0,0
7239787349776375241,0,0
15111699631263638189,0,0
654839140998354741,0,0
16665675694745683209,0,0
4671248781842279855,0,0
15977033621672153714,0,0
14932418852539196783,0,0
8942589570771274688,0,0
17945650534131726010,0,0
7274621338731644697,0,0
17671662215758517480,0,0
14519382886193521633,0,0
9927515246960419915,0,0
10673191825873358004,0,0
7719590763533910000,0,0
6835816905320373791,0,0
18044193978845267641,0,0
9712720796090272382,0,0
11412653650919637862,0,0
9458139270987624319,0,0
8547693878223225333,0,0
13349211451411923504,0,0
13629586663248251183,0,0
3713861617383871627,0,0
5002269436549863957,0.26666666666666666,0.7333333333333333
12535090684651559431,0,0
17424613758012620567,0,0
15626988669863924362,0,0
3231785663555852656,0,0
16617851863372210633,0,0
9166530030268612642,0,0
9974382863033263948,0,0
14693900358893763178,0,0
9469134922561880841,0,0
14528960370191947361,0,0
8778584507986714956,0,0
17142836267063958206,0,0
13441082924007466837,0,0
5328743232361390305,0,0
8169272926386961611,0,0
15747310865782088163,0,0
1217249156064582814,0,0
16077150829748119294,0,0
18191606787958987697,0,0
6573299342663662343,0,0
786037777997543135,0,0
12977040177002757512,0,0
16340475802761805144,0,0
1371935652226445516,0,0
9781316470522206868,0,0
12572378660472216328,0,0
15497793188519417766,0,0
5516558881058200223,0,0
12169514132772594596,0,0
1992190224313627136,0,0
13671388171326038850,0,0
1602305371405665891,0,0
16195687679662442162,0,0
16947303600346276286,0,0
12578865939392667479,0,0
1050874786391070117,0,0
11641721312216240650,0,0
11940918245053629620,0,0
15540418837550583163,0,0
7224760967518899785,0,0
3882929632968334505,0,0
4471382463812889017,0,0
11006742996378881388,0,0
13051318439458764421,0,0
12429004205435075961,0,0
16602615611751691387,0,0
1724389159617752478,0,0
283707312858959120,0.0,1.0
8763303857574846149,0,0
6517054233587185909,0,0
14238762387507765408,0,0
2567191442996612726,0,0
9902062970089385610,0,0
4537778437991107107,0,0
12273633621719573138,0,0
1121425131371158563,0,0
4870036010849230291,0,0
17108416727556088557,0,0
17414363722404767096,0,0
6393113367802087217,0,0
13247741917639334051,0,0
4240892955142492589,0,0
5871576828923613592,0,0
1072676144088903860,0,0
14763662470870594036,0,0
5524874537047598162,0,0
2179627705761102813,0,0
2817668084792944539,0,0
15040739326061890772,0,0
3872861080422794879,0,0
16021369064490158968,0,0
8136140200318569084,0,0
7782862611843316056,0,0
8122034597168785472,0,0
3708867479137605805,0,0
6299477338384625479,0,0
1601470586758502502,0,0
1711207149895613723,0,0
15277314725591043988,0,0
758773486983444486,0,0
13531245275404681373,0,0
12532566649451000930,0,0
4598402581629429585,0,0
8490693743417346122,0,0
3171191121598818898,0,0
16542407549201756096,0,0
8731456791016048857,0,0
17223419049900136974,0,0
12558243130656276980,0,0
151379447979517204,0,0
8888398614563611174,0,0
3631379297420437818,0,0
10137613026218018181,0,0
11291495761651371336,0,0
4254885966663631335,0,0
4321680693964345575,0,0
7653284904953271884,0,0
13947161981831957494,0,0
12221155486650587218,0,0
12291887695381768905,0,0
16101709345180713264,0.0,1.0
17797268242851426115,0,0
4410693989491636013,0,0
12505108994259141441,0,0
13313026558202259685,0,0
10716985670481161590,0,0
1005950209741393856,0,0
9981359951645704021,0,0
11190912358524577822,0,0
13971580108237596583,0,0
74993707549479129,0,0
16906977291402422267,0,0
15628213040665003641,0,0
11629044430516486290,0,0
4721573427803333828,0,0
14647542369541201492,0,0
8642806797734040899,0,0
16804101638668474283,0,0
2081087731363318928,0,0
6921744751921527841,0,0
14980991541230148994,0,0
9380727835303657358,0,0
13405103966735700629,0,0
14045625216628707799,0,0
16747792979000837482,0,0
14782747415019422216,0,0
4505559633599206514,0,0
6820224246414648948,0,0
13286624241395651794,0,0
16172303223828016736,0,0
14884698958509310998,0,0
10226963833530495272,0,0
1913789529521013520,0,0
18247574239295016731,0,0
8793595696993596190,0,0
15229353253964070827,0,0
897079362061162317,0,0
16671668270555798514,0,0
17143255368180460837,0,0
7798110956561388664,0,0
15054372859830004014,0,0
4326816621496893185,0,0
15662051691181343666,0,0
8148269848596927217,0,0
3880637907472450048,0,0
10680266822987954993,0,0
3878351513060340076,0,0
13231199390000361387,0,0
5954884684509885400,0,0
8332018603380160345,0,0
17223313735980388523,0,0
2321239294907042329,0,0
3219492227731060618,0.0,1.0
6225039440520375838,0,0
4947334655648410149,0,0
16874151748171960456,0,0
1480885080283845277,0,0
587770015757163506,0,0
14757960853392480335,0,0
3009518976787433837,0,0
14698927020077874696,0,0
10911089819563184688,0,0
9846283168170696014,0,0
6481758520438509472,0,0
6961745945911431357,0,0
8970611397140172658,0,0
2970911850383071237,0,0
17974070680798752035,0,0
10937727102366558990,0,0
15181641892642959277,0,0
7758251721702639683,0,0
15796916115341208912,0,0
10113561912386053740,0,0
5905104018652160066,0,0
9308535983317329928,0,0
6359625972812832644,0,0
6898978652478600425,0,0
941618031383694082,0,0
2334560820007215402,0,0
9989570139587346858,0,0
5204488404264369666,0,0
16491367688382454712,0,0
13069692150246615992,0,0
17815894588211916207,0,0
4385383686022585375,0,0
16595831158898664941,0,0
11813192209493746179,0,0
11041078834279357149,0,0
4549146862565130856,0,0
11267999367075682789,0,0
8129967685766863889,0,0
17201260605429315945,0,0
9162393801617863679,0,0
1168241147949791658,0,0
8602769887371674986,0,0
87503314665068631,0,0
8857603187692564277,0,0
2034194475316334173,0,0
6428988700097321137,0,0
10048485539014378841,0,0
